Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class,anomaly
152.0,0.0954900228456742,-2.557694205114,-1.13405485634425,-0.435770469930088,0.728493415067183,4.09047599707848,-0.429328773791629,0.896879023618813,1.0042442837109,-0.673619599118811,-0.561046275919448,0.419629369274585,0.0219718621062603,-0.274255244414835,-0.0374299448622395,0.28663528079461,-0.336254418764463,-0.0684119670021719,0.644496322035026,1.28012434691214,0.0800979477146407,-1.03853816813059,-0.489644636546133,1.10843999722431,0.0726030945435422,0.893182948664945,-0.146017062362283,0.113110456292708,614.87,0,1
160.0,-1.55148161076975,-1.05334603401611,0.762805728969769,1.33512906135323,-2.58552304030301,1.94225236432006,1.64668686478826,0.641265548922179,-0.649862121450218,-0.894433570939067,0.988291377703951,0.882422920364539,1.05786512951334,0.211819844348127,1.15137499380378,0.721920217427292,-0.580298939274122,1.21306948214694,-0.249192642099628,1.4333971939978,0.867609116975648,1.25420071585031,1.57231455458563,-0.356253923404806,-0.210821219309723,-0.229606724368542,-0.205431387098071,0.0392579421284044,700.0,0,1
167.0,-1.32906236984437,1.95588981197388,1.11827516422729,2.31843190169554,1.58253723192548,0.389936614137912,-1.28730616798389,-1.32391883251051,-1.05032135406851,2.03281200518216,0.370425698818787,0.733429931217839,1.20830136129523,0.184726432830728,0.550391786867822,0.434456928677249,-0.598240410222463,0.533996189934571,1.41498004417875,0.205083471409882,1.28696891827561,-1.2619797935056,-1.73284838133851,-0.792373358337001,-0.775037614356929,-0.0484433097173982,0.783108914458229,0.404477745553409,5.42,0,1
169.0,-4.06686227118254,-5.08121516166371,-0.11690781000852,-1.31282927269338,2.68876224616788,2.75589497819361,-1.99909463351028,1.7264125348751,-0.413594233198214,-0.769343040305846,-1.26596290317419,-0.306976373337728,0.0961362389085825,-0.58129933212274,-1.59735760313307,1.21366649249243,0.298187370700397,-0.604047660269601,0.534227573107073,1.87693716583902,0.794925643132667,0.294822646237986,0.429790528035806,1.05931997507387,0.606301317859131,-0.183100838067739,-0.0577766750865602,-0.532404119408748,355.51,0,1
171.0,-0.957819798032566,0.247979462912852,3.77285685226266,3.31138504647662,-1.30542724637226,1.66837856716117,-0.671931222943689,0.453987296034626,0.555107072903718,0.785059044667756,0.0188217794670076,-0.383684430550305,-2.20712311276094,-0.949910908599031,-1.5303996542489,-0.47774006868046,0.56276574343564,0.91927722861292,1.55673679295847,-0.0653134612408482,0.107106382542218,0.866859294191806,-0.43198589024869,0.581400453629233,-0.0157145794209186,0.462414334558448,-0.179223585264262,-0.171543640388857,71.69,0,1
172.0,-1.42853496087881,1.79357777814503,0.545758238752692,-0.399309006814974,0.673576896820109,0.745918946346657,-0.358474608750901,-4.04472443309243,0.232361774422223,-0.0813198559038253,-1.28116644603745,-0.487201784557934,-1.01069578603674,0.297234744304846,0.515040615308738,0.229073288915899,-0.517037974382198,-0.117545085708612,-1.23376119465743,-1.01285324681768,3.84472860121912,-1.09370505489749,0.256804199770332,-0.869686899271315,0.252491468730498,-0.452726463959916,0.0552808512986387,-0.153210997955991,2.29,0,1
181.0,-0.723637212116882,0.154495650156384,1.26316333895498,0.964978490669645,-0.0271696549211725,2.2852017799546,1.8917025210081,-0.141477560331158,-0.110654766345554,-0.14758663155975,0.411560461479348,0.0599497336436348,-0.302443288772934,-0.243116379342127,1.51008606673007,-1.79772302235435,0.981416457710277,-2.14989199309255,-0.885252319995889,-0.013163843764394,-0.0787884202706113,0.424113734185751,0.206427531725486,-0.966410530484659,-0.761682089416651,-0.437223201498223,-0.0511091801083967,-0.38073757727783,318.5,0,1
204.0,-0.188423950358007,0.877601830191909,-0.734685909616468,-0.913403699923592,1.94177035140798,4.03742271321334,-1.70711836706014,-2.53764084258138,-0.590337623957453,-0.763038647678628,-0.154033225134745,0.252520188987501,-0.279930472332461,0.883568857275761,1.08394328682619,0.826626293379508,-0.724612715993116,-0.000784140938662,-0.0011081051725521,0.543408831792258,-0.824078772347852,-1.04233068562486,0.168264918412164,0.963855361351864,0.887849694712264,0.171166713998661,0.0122839662149045,0.164537714720755,1.98,0,1
209.0,-5.85246510836535,5.26737615027487,-1.76189493465506,-1.44125006329158,-0.988528967699792,-0.672186731638122,0.0757596688257982,0.774198152595515,3.58011219757556,6.51077922624328,1.27649568640297,0.837057429061695,0.377257167885103,-1.61480922282647,0.534728164472352,0.416673221138968,-0.541827809557359,0.228258298491221,-0.243878981630868,2.98326208117253,-0.91091033218184,-1.20498848652996,0.215766032254529,-0.498065935290428,1.12591800795993,0.20144973734209,2.46886710141905,1.57308358371323,8.97,0,1
259.0,-1.56948528932408,-1.93213338318792,1.24920281590393,-4.43421127971251,1.24428213917527,0.402687981862756,-0.649554377969176,0.534755946210818,0.88618316271529,-1.27564936112657,1.52530374026844,1.28699548985765,-0.303788262405302,-0.149255372278823,0.514473637140459,-3.1330933841581,0.4715875700176,0.110395401276008,-2.32107725676917,-0.178910979630923,-0.0746586900912582,0.397404663870573,0.199030320324042,-1.38601263272172,-0.141955194120053,-0.984010664203952,0.274078667182672,-0.0197843399483216,55.45,0,1
265.0,0.0736314815543283,1.05120732881086,-0.281222562312929,0.853748807590715,1.06596573828071,1.21919718953887,-1.22559690620603,-2.26221427402844,-0.584441019330888,-1.41876941306741,0.958529021086631,0.890147180382082,0.275971998211261,-0.613831959400157,1.83759091150688,-0.600710684007338,1.9188180377973,-1.53381504905032,-2.47960368486378,0.420519427715327,-1.15012823957707,0.870673096151891,-0.266732961276871,-1.04873245464556,0.232705373352752,-0.262462874759364,0.187976230644707,0.231428065821567,1.0,0,1
266.0,-2.56496104960942,2.47098454163356,2.64941697024535,-1.56425570856864,1.79429703898473,-0.614741707014684,4.18590625716717,-3.85535901492996,5.43663339611854,8.73745780611353,1.68296295839224,-1.30953568707587,-0.052481298491655,-4.8907163871643,1.60814071979663,-1.6660779799987,-2.43592142509309,-1.16940153003904,-0.428481920784028,3.56413797854005,-1.67270646329749,-0.463149141229711,-0.532466362390539,0.306493528732909,0.22684414397411,-0.36541574581084,-0.936734932768158,-2.73388711897575,10.35,0,1
267.0,-0.0710037261845793,2.11493086734407,-3.59785824489897,0.159330036837819,3.54399541495123,2.36697635864315,0.72739787719224,0.33581443736576,0.772950206005132,0.83485917793382,1.22942916044543,-0.986304485491991,-0.344604914760365,-4.14315409474586,1.41231335962216,0.896138453267333,2.07612465795544,1.83192630854935,-0.18122076530863,0.99732319703015,-0.455451990002366,-0.530552332332694,0.0462816332843249,0.63514015666234,-0.0934663770280861,-0.418992932046115,0.463129146946106,-0.139101654249184,2.28,0,1
270.0,-1.35693548969166,0.0337238083583394,1.87419537199921,-1.46910162769266,-3.1259085137687,1.67705550854334,-4.92556804335746,-7.49465760797684,-1.27846957754953,-1.11877846549233,-1.77774478157716,-0.233932473729791,-1.83576202232271,-0.187562487334621,-2.59495738534672,-0.438051330902031,1.68207135445893,-0.129589297793035,-0.924228731427077,1.39463103254183,-4.1346076577038,0.864377541070164,0.153498688044173,0.669048804944643,1.10815947841194,-0.120671273762191,0.0433928351291507,0.237635652844693,52.95,0,1
282.0,0.0577799473883394,1.55035563102476,-1.95040789127973,2.04147284682958,2.25842581160402,4.69201245680565,-2.30390721573361,-4.49213343553933,-2.0131129049969,0.108543876628383,-0.444927876407597,0.0792469166580135,-0.418820460529987,1.64257503801011,0.914557289318947,0.379159778767769,-0.199043721195383,0.250599297100118,0.591391396606646,1.41934330744359,-2.47711057326212,0.803885761848928,0.284486744686328,0.993048818450469,-0.0392524194887331,0.1734063267318,0.181839892265238,0.378080367888493,27.0,0,1
288.0,-0.59881954604639,0.0732535394372884,-0.113786119447978,-2.31518896518991,1.64438184155922,4.3895221624194,3.17420283833094,-1.03238985496865,0.673033403346971,0.892547877404809,0.38667255228961,-0.929109800000108,-0.215278528924076,-1.21370162305852,0.832917217367282,0.36129855063719,-1.77813409480893,-0.320266872664109,-0.0039019871997348,-0.104450451755608,-0.588539279133217,-0.49647260008731,-0.276571030585363,1.06960157686159,-0.629077672253277,0.401503224034049,-1.34657777206053,-1.22850711812646,380.95,0,1
290.0,-5.16629893298859,-5.4493690565251,2.98849761909769,2.65899079018119,1.94815212531973,-0.854470186977013,-0.326394126486653,-1.0173641627835,1.98390085020321,1.05523496445906,-0.503509369206409,0.234324647029047,0.847507646079169,-2.38549090131182,0.326192571153964,-0.935838209183168,0.191502866478061,-0.227426328016022,2.86270605791208,-2.53894148648605,-1.29722090323075,1.1722776116748,3.15041349854235,0.57408130232352,1.01839447231331,0.987099032270561,0.658283366095109,-1.60971566416298,85.0,0,1
302.0,-0.986171235822638,1.73293386683663,0.857586934440324,0.178949727232794,-0.794223167745776,-0.0884693410579554,-1.26679013211446,-4.9222239057151,0.0103086182483765,-0.0030594638285393,0.0716756983431027,0.947121029013481,0.474475359722678,0.362346801072261,0.797349837276344,0.238125188462062,0.0368231352966793,-0.606260978062316,-0.418371798001113,-0.991289201912111,4.33285775130407,-2.33139033948621,0.568103029117826,0.638795724218836,0.867788271751261,0.181051281156078,0.225638419316151,0.179026564400276,9.99,0,1
303.0,1.25425812093564,1.21837567372921,-2.14861470948065,1.15595747564582,1.81389240857858,-0.238358021145848,0.62388825640459,-0.0602653153413212,-0.739258245785992,-1.44811402191206,1.66248001897249,0.2728903936897,0.801457506438616,-3.39499407301388,0.633705385354323,1.29863246868676,2.19476729131113,1.72481022712965,-0.400217091884357,0.0424152372035846,-0.210083198295396,-0.463848557788544,-0.370852294966202,-1.64470712052905,0.962669578150792,-0.200548054539722,0.0557462409982941,0.0716535700254352,2.95,0,1
328.0,-4.2364194365614,-4.45978420817933,1.38181330753237,1.117079983866,6.04448632417373,-3.49844717455499,-2.74089249524011,0.372155021989722,-0.214338183400329,-0.242299844238643,-1.68184422142821,0.605227561748964,1.70299548484522,0.0754578904558116,0.565157459769119,0.515252808861653,-1.18463076442973,0.38155908706706,-0.280158912665367,1.39409341078279,0.397071817427759,-0.432517322445141,0.612506739185081,-1.01636197197221,0.630372560196861,-0.498140915033867,-0.0947744893726817,0.208038267368797,2.5,0,1
